english,pos,lang1_form,language,candidate_form,similarity,method,sentence_id,sentence_length
green,JJ,kóvanulu,lang6,kóvanũlu,1.0,parallel,102,6
lizard,NN,polunámora,lang6,polunãmõrago,0.96,parallel,102,6
separately,RB,séli,lang6,séli,1.0,parallel,102,6
road,NN,márugu,lang6,mãrugunũ,1.0,parallel,102,6
to walk,VB,búlumu,lang6,abúlumũmũ,1.0,parallel,102,6
deceitful,JJ,púrumulu,lang6,Púrumũlu,1.0,parallel,64,5
enemy,NN,mósumagáru,lang6,mṍzumãgarugo,1.0,parallel,64,5
darkness,NN,miline,lang6,mĩlinẽzeħrisnĩ,1.0,parallel,64,5
truth,NN,xélirini,lang6,xélirinĩ,1.0,parallel,64,5
to hide,VB,púruma,lang6,ubúrumũmũ,1.0,parallel,64,5
although,SCONJ,kogono,lang3,Kogonõ,1.0,parallel,17,8
system,NN,dórava,lang3,þàdràvãã,0.7143,parallel,17,8
failure,NN,dáliminéri,lang3,þàdàlímĩ́nẽ́rí,0.9091,parallel,17,8
serious,JJ,xórumo,lang3,xórúmõ,1.0,parallel,17,8
to be surprised,VB,vóruza,lang3,sàmĩ́mĩ,1.0,parallel,17,8
linguistics,NN,líneni,lang3,líínẽnĩ́dàrímã̀geet,0.9375,parallel,17,8
success,NN,dárumuvólumu,lang3,þàdàrúmṹvólúmṹ,0.9231,parallel,17,8
to ensure,VB,sérimi,lang3,ízérímĩ́mĩ,1.0,parallel,17,8
teacher,NN,zúragúra,lang3,tàzúúràgúúràgook,0.8148,parallel,42,6
student,NN,dóruma,lang3,þàdrúmã̀drúmã̀go,0.8571,parallel,42,6
dirty,JJ,mózumulu,lang3,mṍzúmṹlú,1.0,parallel,42,6
classroom,NN,kórumu,lang3,kórúmṹ,1.0,parallel,42,6
together,RB,tírimi,lang3,tíírímĩ́rãã,0.8889,parallel,42,6
clean,JJ,kázumulu,lang3,úgàzúmṹdàrúmṹzúzúmṹ,1.0,parallel,42,6
nuanced,JJ,shúyalu,lang6,Shúyalu,1.0,parallel,43,6
rhythm,NN,réna,lang6,rénã,1.0,parallel,43,6
song,NN,mánaru,lang6,mãnãrulu,1.0,parallel,43,6
fated,JJ,sélimili,lang6,sélimĩli,1.0,parallel,43,6
wisdom,NN,zárumu,lang6,dzarumũ,0.9231,parallel,43,6
scholar,NN,zúradóruma,lang4,dzúúràdórúmã̀gù,0.8462,parallel,107,6
ancient,JJ,zúravórunulu,lang4,dzúúràvórúnṹ,0.9091,parallel,107,6
conflict,NN,sárumuzórumu,lang4,sàrúmṹzórúmṹ,1.0,parallel,107,6
evidence,NN,xéliridéreni,lang4,xélírítérìnĩ,0.9167,parallel,107,6
to review,VB,périmi,lang4,íbérímĩ,1.0,parallel,107,6
black,JJ,bóhrunu,lang7,ngbóħrúnṹ,0.875,parallel,96,7
bird,NN,túrumu,lang7,túúrúmṹgòòg,0.9,parallel,96,7
often,RB,zéranira,lang7,ngérènĩ́rèngè,0.5,parallel,96,7
gray,JJ,shíynili,lang7,shííynĩ́lí,0.9412,parallel,96,7
mist,NN,shíynimi,lang7,shííynĩ́mĩ́lú,0.9524,parallel,96,7
to fly,VB,lózumu,lang7,ílóngúmṹmṹ,0.8421,parallel,96,7
if,CONJ,héré,lang7,Héré,1.0,parallel,41,7
draft,NN,vózumurélama,lang7,vvóngúmṹrélòmõ̀ngò,0.6207,parallel,41,7
good,JJ,górumalu,lang7,nggórúmõ̀lú,0.7778,parallel,41,7
to be surprised,VB,vóruza,lang7,hèmĩ́mĩ,0.6667,parallel,41,7
director,NN,tóralugóruama,lang7,tóròlúgórúòmõ̀gù,0.7333,parallel,41,7
success,NN,dárumuvólumu,lang7,ngdòrúmṹvólúmṹ,0.8462,parallel,41,7
to celebrate,VB,férimi,lang7,ívérímĩ́gìmĩ,0.8182,parallel,41,7
black,JJ,bóhrunu,lang7,ngbóħrúnṹvòrúmṹlú,0.875,parallel,106,6
death,NN,míraninéri,lang7,mĩ́ĩ́rènĩ́nẽ́rílí,0.88,parallel,106,6
serious,JJ,xórumo,lang7,xórúmũ,0.8333,parallel,106,6
idea,NN,vérami,lang7,vvérèmĩ́ngélímẽ̀ngè,0.6207,parallel,106,6
star,NN,félirina,lang2,Fàlúrúnàdórúmàgùùg,0.8571,parallel,55,6
hand,NN,lóra,lang2,lóràdàgà,0.8571,parallel,55,6
silver,JJ,tézimili,lang2,téngímílí,0.8235,parallel,55,6
notebook,NN,nóduru,lang2,nódúrú,1.0,parallel,55,6
hand,NN,lóra,lang2,úlóràdàrúmúmú,1.0,parallel,55,6
fire,NN,xázunu,lang4,Xàzúnṹ,1.0,parallel,54,7
to smell,VB,nízami,lang4,nĩ́ĩ́zàmĩ́qgì,0.7778,parallel,54,7
young,JJ,dórumulu,lang4,ðdórúmṹlú,0.9412,parallel,54,7
animal,NN,báruna,lang4,mṹṹrànṹbàrúmṹ,0.96,parallel,54,7
dangerous,JJ,mózulu,lang4,mṍzúlú,1.0,parallel,54,7
to be surprised,VB,vóruza,lang4,ízàmĩ́mĩ,1.0,parallel,54,7
honest,JJ,xélirili,lang3,Xélírílí,1.0,parallel,13,7
to judge,VB,témeni,lang3,tàmõdrúmã̀gook,0.9231,parallel,13,7
complexity,NN,nárugunu,lang3,nã̀rúgúnĩ́nĩ,1.0,parallel,13,7
very,RB,zúra,lang3,tàzúúrãã,0.6667,parallel,13,7
to judge,VB,témeni,lang3,ídémẽnĩ́mĩ,1.0,parallel,13,7
if,CONJ,héré,lang2,Héré,1.0,parallel,60,8
pattern,NN,rénavérizi,lang2,rénàgéríngí,0.7619,parallel,60,8
tool,NN,tógoru,lang2,tógùrúlú,0.875,parallel,60,8
to be surprised,VB,vóruza,lang2,hàmímí,0.8333,parallel,60,8
agent,NN,dóranáruma,lang2,þàdórànàrúmàgù,0.8462,parallel,60,8
to learn,VB,sérimi,lang2,íngérímíqgìmì,0.6667,parallel,60,8
world,NN,mógo,lang4,Mṍgùspórúmṹ,0.9091,parallel,88,7
library,NN,pánuru,lang4,pànṹrúnṹ,1.0,parallel,88,7
clean,JJ,kázumulu,lang4,kàzúmṹlú,1.0,parallel,88,7
and,CONJ,hére,lang4,hérì,0.75,parallel,88,7
bright,"(ie, happy light)",férimili,lang4,ðglíízàlí,0.875,parallel,88,7
to be surprised,VB,vóruza,lang4,ízàmĩ́mĩ,1.0,parallel,88,7
food,NN,záluma,lang3,tàzàlúmã̀nṹ,0.8889,parallel,4,4
student,NN,dóruma,lang3,þàdrúmã̀gook,0.8,parallel,4,4
to give,VB,tórumu,lang3,údrúmõmṹ,0.9412,parallel,4,4
hawk,NN,ħárum,lang4,tàħàrúmlú,0.875,parallel,63,5
to see,VB,vérima,lang4,ígérímã̀mĩ,0.8889,parallel,63,5
hospital,NN,múranuspára,lang6,Mṹranũsparazúradórumãgo,0.9787,parallel,29,4
life,NN,múranu,lang6,mṹranũzalumã,1.0,parallel,29,4
to eat,VB,zálumu,lang6,azalumũzumũ,1.0,parallel,29,4
if,CONJ,héré,lang2,Héré,1.0,parallel,23,7
strong,JJ,zérimili,lang2,ngérímílí,0.8235,parallel,23,7
wind,NN,zéliri,lang2,bbúúrú,0.6,parallel,23,7
to be surprised,VB,vóruza,lang2,hàmímí,0.8333,parallel,23,7
sky,NN,féliri,lang2,kélírílí,0.875,parallel,23,7
to go,VB,bóromu,lang2,þàbórùmúmú,0.7778,parallel,23,7
sin,NN,mózuma,lang2,Móngúmànàrúmàgà,0.8148,parallel,49,5
prison,NN,nèmispíra,lang2,nàmíhpííràní,0.7826,parallel,49,5
twenty,CARD,kádi,lang2,qàdí,0.75,parallel,49,5
year,NN,vári,lang2,ggàrí,0.6667,parallel,49,5
to remain,VB,séradi,lang2,héràdídéngímímí,0.8276,parallel,49,5
sister,NN,náziri,lang4,nã̀zírí,1.0,parallel,110,4
to hit,VB,tórumo,lang4,údórúmũ̀dórúmã̀mṹ,0.9333,parallel,110,4
gold,JJ,málalu,lang3,mã̀làlú,1.0,parallel,61,4
soft,JJ,lúmuralu,lang3,lúúmṹràlúpélo,0.96,parallel,61,4
who,WH,lízire,lang5,Língireo,0.8,parallel,27,4
paper,NN,léda,lang5,lédàni,1.0,parallel,27,4
alphabet,NN,rázumurána,lang5,ràngumuràna,0.8571,parallel,27,4
to write,NN,nárumu,lang5,unàrumumu,1.0,parallel,27,4
key,NN,vólumudógoru,lang3,tàvólúmṹdógorú,0.9231,parallel,8,5
to use,VB,tórumu,lang3,údrúmṹmṹ,0.9412,parallel,8,5
classroom,NN,kórumu,lang3,kórúmṹ,1.0,parallel,8,5
to welcome,VB,árama,lang3,íàràmã̀lí,1.0,parallel,8,5
scholar,NN,zúradóruma,lang5,Pongúràdórumàwo,0.8571,parallel,17,5
star,NN,félirina,lang5,kélirinàgélirinàqgà,0.8,parallel,17,5
telescope,NN,pélani,lang5,pélàniqge,0.9412,parallel,17,5
to see,VB,vérima,lang5,igérimàmi,0.8889,parallel,17,5
hunter,NN,dárumodóruma,lang7,ngdòrúmũ̀dórúmõ̀lú,0.7333,parallel,91,6
weapon,NN,tórumodógoru,lang7,tórúmũ̀dógùrú,0.8333,parallel,91,6
sharp,JJ,tórumalu,lang7,tórúmõ̀lú,0.875,parallel,91,6
and,CONJ,hére,lang7,hérì,0.75,parallel,91,6
heavy,JJ,kárunulu,lang7,kòrúnṹlú,0.875,parallel,91,6
to be surprised,VB,vóruza,lang7,íngèmĩ́mĩ,0.6667,parallel,91,6
cat,NN,mázumu,lang4,Mã̀zúmṹgù,0.875,parallel,59,4
snack,NN,sánomu,lang4,sànũ̀mṹ,0.8333,parallel,59,4
to smell,VB,nízami,lang4,ínĩ́ĩ́zàmĩ́mĩ,0.9474,parallel,59,4
spring,NN,vóruma,lang7,vvórúmõ̀nṹ,0.8235,parallel,3,5
beautiful,JJ,lúmuralu,lang7,lúúmṹròlú,0.8235,parallel,3,5
to be surprised,VB,vóruza,lang7,íngèmĩ́mĩ,0.6667,parallel,3,5
student,NN,dóruma,lang2,Þàdórúmàgù,0.7778,parallel,30,4
dictionary,NN,móluru,lang2,mólúrú,1.0,parallel,30,4
to forget,VB,dólumu,lang2,údólúmúmú,1.0,parallel,30,4
library,NN,pánuru,lang2,pànúrúnú,1.0,parallel,30,4
alphabet,NN,rázumurána,lang2,ràngúmúrànàgà,0.7826,parallel,34,4
to read,VB,elirízimi,lang2,íìlírííngímíngíngímí,0.6667,parallel,34,4
fruit,NN,vónuma,lang5,bvónuma,0.9231,parallel,92,3
to bite,VB,zálami,lang5,àngàlàmimi,0.8421,parallel,92,3
father,NN,tára,lang5,tàràqgà,0.7273,parallel,98,5
now,RB,hére,lang5,hére,1.0,parallel,98,5
clock,NN,sólunudógoru,lang5,hólunudógoru,0.9167,parallel,98,5
to repair,VB,kázumu,lang5,ukàngumumu,0.8421,parallel,98,5
if,CONJ,héré,lang5,Héré,1.0,parallel,54,5
rain,NN,shíynimi,lang5,ishíynimi,1.0,parallel,54,5
wet,JJ,shíynimili,lang5,shíynimili,1.0,parallel,54,5
to be surprised,VB,vóruza,lang5,ingàmimi,0.8,parallel,54,5
athlete,NN,pálumudóru,lang6,Palumũdórumãgo,0.9655,parallel,8,3
gold,JJ,málalu,lang6,mãlalumã,1.0,parallel,8,3
to look,VB,vérima,lang4,bvàrúdógùrúgù,0.8,parallel,55,4
bright,"(ie, happy light)",férimili,lang4,férímĩ́lí,1.0,parallel,55,4
light,JJ,milili,lang4,mĩ́lí,1.0,parallel,55,4
eight,CARD,ú,lang2,Ú,1.0,parallel,20,5
lazy,JJ,nólumulu,lang2,nólúmúlú,1.0,parallel,20,5
baboon,NN,babún,lang2,þàbàbúúnúshgùùg,0.6923,parallel,20,5
to sleep,VB,órumo,lang2,àórúmùmú,0.875,parallel,20,5
student,NN,dóruma,lang2,þàdórúmàgà,0.75,parallel,76,5
new,JJ,nérili,lang2,nérílí,1.0,parallel,76,5
notebook,NN,nóduru,lang2,nódúrú,1.0,parallel,76,5
to give,VB,tórumu,lang2,údórúmùmú,0.8889,parallel,76,5
museum,NN,donubánu,lang7,ngdùnṹbònṹnṹ,0.7273,parallel,99,3
to remain,VB,séradi,lang7,íngérèdímĩ,0.7368,parallel,99,3
teacher,NN,zúragúra,lang4,dzúúràgúúràgùùng,0.6667,parallel,51,5
student,NN,dóruma,lang4,ðdórúmã̀dórúmã,0.96,parallel,51,5
mountain,NN,zeħris,lang4,dzìħríslí,0.8235,parallel,51,5
history,NN,sólunuzórumu,lang4,sólúnṹzórúmṹ,1.0,parallel,51,5
to learn,VB,sérimi,lang4,ízérímĩ́zízímĩ,1.0,parallel,51,5
observatory,NN,múnaru,lang2,Múúnàrúnú,0.9412,parallel,112,5
star,NN,félirina,lang2,fàlúrúnàdórúmàgùùg,0.8571,parallel,112,5
four,CARD,vóru,lang2,ggàríqgàdí,0.7778,parallel,112,5
star,NN,félirina,lang2,kélírínàgélírínàqngà,0.7778,parallel,112,5
to see,VB,vérima,lang2,ígérímàmí,0.8889,parallel,112,5
if,CONJ,héré,lang7,Héré,1.0,parallel,94,7
student,NN,dóruma,lang7,ngdórúmõ̀gòòg,0.7619,parallel,94,7
window,NN,vólumu,lang7,vvólúmṹdógùrú,0.88,parallel,94,7
to find,VB,kélimi,lang7,ígélímĩ́mĩ,1.0,parallel,94,7
to wait,VB,nérimi,lang7,nẽ̀mĩ́hpíírèngè,0.6364,parallel,94,7
while,IN,hére,lang2,Hérì,0.75,parallel,41,6
scholar,NN,zúradóruma,lang2,ngúúràgúúràgùùg,0.6154,parallel,41,6
to speak,VB,tálimi,lang2,llímímí,0.8,parallel,41,6
hand,NN,lóra,lang2,úlóràdàrúmúmú,1.0,parallel,41,6
to hit,VB,tórumo,lang5,udórumodórumàmu,1.0,parallel,62,5
to hit,VB,tórumo,lang5,tórumodórumàgo,0.9655,parallel,62,5
soft,JJ,lúmuralu,lang5,lúmuràlubàlo,1.0,parallel,62,5
green,JJ,kóvanulu,lang7,Kóvònṹlú,0.875,parallel,90,6
baboon,NN,babún,lang7,ngbòvúúnṹshmṹṹrúnṹ,0.75,parallel,90,6
fruit,NN,vónuma,lang7,vvónṹmõ̀ngò,0.625,parallel,90,6
to eat,VB,zálumu,lang7,òngòlúmṹmṹ,0.6316,parallel,90,6
alphabet,NN,rázumurána,lang3,ràzúmṹrànãã,0.9524,parallel,10,9
to be surprised,VB,vóruza,lang3,sàmĩ́mĩ,1.0,parallel,10,9
student,NN,dóruma,lang3,þàdrúmã̀drúmã̀gook,0.8387,parallel,10,9
new,JJ,nérili,lang3,nẽ́rílí,1.0,parallel,10,9
alphabet,NN,rázumurána,lang3,ràzúmṹrànãã,0.9524,parallel,10,9
to create,VB,góruamu,lang3,úgórúàmṹgomõ,1.0,parallel,10,9
to want,VB,vézimi,lang3,ívézímĩ́mĩ,1.0,parallel,10,9
hawk,NN,ħárum,lang4,tàħàrúmlú,0.875,parallel,104,6
black,JJ,bóhrunu,lang4,ðbóħrúnṹ,0.9333,parallel,104,6
to be surprised,VB,vóruza,lang4,ízàmĩ́mĩ,1.0,parallel,104,6
who,WH,lízire,lang7,Lííngírìù,0.5,parallel,4,6
animal,NN,báruna,lang7,ngbòrúnõ̀lú,0.6667,parallel,4,6
life,NN,múranu,lang7,mṹṹrònṹ,0.7692,parallel,4,6
to ensure,VB,sérimi,lang7,íngérímĩ́dérímĩ́lí,0.9032,parallel,4,6
life,NN,múranu,lang7,mṹṹrònṹngòlúmõ̀ngò,0.5517,parallel,4,6
to use,VB,tórumu,lang7,údórúmṹmṹ,1.0,parallel,4,6
gold,JJ,málalu,lang4,mã̀làlú,1.0,parallel,67,5
river,NN,zárunu,lang4,dzàrúnṹlú,0.9412,parallel,67,5
to pass,VB,fárumu,lang4,úvàrúmṹmṹ,1.0,parallel,67,5
if,CONJ,héré,lang7,Héré,1.0,parallel,29,7
to see,VB,vérima,lang7,ívérímẽ̀mĩ,0.8889,parallel,29,7
house,NN,dómuru,lang7,ngdómṹrúnṹ,0.8889,parallel,29,7
fire,NN,xázunu,lang7,xòngúnṹ,0.6154,parallel,29,7
to be surprised,VB,vóruza,lang7,íngèmĩ́mĩ,0.6667,parallel,29,7
to hit,VB,tórumo,lang3,ídrúmõdrúmã̀mṹ,0.9286,parallel,47,5
to look,VB,vérima,lang3,tàvàrúdógorúgo,0.9231,parallel,47,5
kitchen,NN,fízani,lang3,fíízànĩ,0.9231,parallel,47,5
to be surprised,VB,vóruza,lang3,ízàmĩ́mĩ,1.0,parallel,47,5
four,CARD,vóru,lang3,Píírãã,0.8,parallel,62,6
student,NN,dóruma,lang3,þàdrúmã̀drúmã̀gook,0.8387,parallel,62,6
linguistics,NN,líneni,lang3,líínẽnĩ,0.9231,parallel,62,6
and,CONJ,hére,lang3,hére,1.0,parallel,62,6
statistics,NN,stádira,lang3,stàdírãã,0.9333,parallel,62,6
to learn,VB,sérimi,lang3,ízérímĩ́mĩ,1.0,parallel,62,6
while,IN,hére,lang6,Hére,1.0,parallel,52,5
food,NN,záluma,lang6,dzalumã,0.9231,parallel,52,5
to smell,VB,nízami,lang6,inĩ́zamĩmĩ,1.0,parallel,52,5
cat,NN,mázumu,lang6,mãzumũgo,1.0,parallel,52,5
to sit,VB,sólumu,lang6,uzólumũmũ,1.0,parallel,52,5
sister,NN,náziri,lang2,Nàngíríqgì,0.6667,parallel,111,6
brave,JJ,mózunolu,lang2,móngúnùlú,0.7059,parallel,111,6
to be surprised,VB,vóruza,lang2,hàmímí,0.8333,parallel,111,6
soft,JJ,lúmuralu,lang2,lúúmúràlúbàlù,0.88,parallel,111,6
to want,VB,vézimi,lang2,ígéngímímí,0.7368,parallel,111,6
scholar,NN,zúradóruma,lang2,ngúúràgúúràgùùg,0.6154,parallel,115,5
student,NN,dóruma,lang2,þàdórúmàgà,0.75,parallel,115,5
together,RB,tírimi,lang2,tíírímí,0.9231,parallel,115,5
sentence,NN,sómut,lang2,hómúthómút,0.8,parallel,115,5
to write,NN,nárumu,lang2,únàrúmúngúngúmú,0.7857,parallel,115,5
otherwise,RB,kogonováruzulu,lang7,Kùgùnũ̀vòrúngúlú,0.6207,parallel,49,6
empty,JJ,sám,lang7,Sèm,0.6667,parallel,49,6
death,NN,míraninéri,lang7,mĩ́ĩ́rènĩ́hpíírènĩ,0.7143,parallel,49,6
to see,VB,vérima,lang7,ívérímẽ̀mĩ,0.8889,parallel,49,6
sun,NN,fázumu,lang7,Fòngúmṹgù,0.5882,parallel,83,6
world,NN,mógo,lang7,mṍgùlú,0.8333,parallel,83,6
to rise,VB,vóvuma,lang7,úvóvúmõ̀mṹ,0.8889,parallel,83,6
gold,JJ,málalu,lang7,mõ̀lòlú,0.6667,parallel,83,6
to be surprised,VB,vóruza,lang7,íngèmĩ́mĩ,0.6667,parallel,83,6
if,CONJ,héré,lang3,Héré,1.0,parallel,32,6
calculation,NN,kérim,lang3,kérím,1.0,parallel,32,6
true,JJ,xéliri,lang3,xélírínẽ,1.0,parallel,32,6
to be surprised,VB,vóruza,lang3,sàmĩ́mĩ,1.0,parallel,32,6
project,VB,gérimi,lang3,þàgérímĩ,0.8571,parallel,32,6
failure,NN,dáliminéri,lang3,þàdàlímĩ́nẽ́rígemẽ,0.9333,parallel,32,6
soft,JJ,lúmuralu,lang6,lúmũralu,1.0,parallel,62,5
spring,NN,vóruma,lang6,bvórumã,0.9231,parallel,62,5
to find,VB,kélimi,lang4,íqgélímĩ́mĩ,0.9474,parallel,13,6
to chase,VB,dárumu,lang4,ðdàrúmũ̀dórúmã̀gùùng,0.7273,parallel,13,6
mountain,NN,zeħris,lang4,dzìħrís,0.7692,parallel,13,6
to learn,VB,sérimi,lang4,ízérímĩ́dérímĩ́mĩ,1.0,parallel,13,6
project,VB,gérimi,lang2,Þàqgérímí,0.8,parallel,54,4
to finish,VB,dérimi,lang2,ídérímímí,1.0,parallel,54,4
day,NN,sélimi,lang2,hélímí,0.8333,parallel,54,4
to look,VB,vérima,lang2,ílíímírímí,0.9474,parallel,54,4
student,NN,dóruma,lang5,ngdórumà-lu,0.9,parallel,30,5
seed,NN,vónu,lang5,bvónuvónu,0.9412,parallel,30,5
to give,VB,tórumu,lang5,udórumomu,1.0,parallel,30,5
expressive,JJ,xérali,lang4,Xéràlí,1.0,parallel,80,5
alphabet,NN,rázumurána,lang4,ràzúmṹrànã̀gùùng,0.7857,parallel,80,5
knowledge,NN,sérimini,lang4,sérímĩ́nĩ,1.0,parallel,80,5
to ensure,VB,sérimi,lang4,ísérímĩ́mĩ,1.0,parallel,80,5
to wait,VB,nérimi,lang5,Nàmihpíràni,0.8182,parallel,42,5
eight,CARD,ú,lang5,bvóru,0.8889,parallel,42,5
black,JJ,bóhrunu,lang5,ngbóħrunu,0.875,parallel,42,5
window,NN,vólumu,lang5,bvólumumúrunu,0.96,parallel,42,5
to be surprised,VB,vóruza,lang5,ingàmimi,0.8,parallel,42,5
if,CONJ,héré,lang4,Héré,1.0,parallel,70,8
student,NN,dóruma,lang4,ðdórúmã̀gùùng,0.6667,parallel,70,8
silver,JJ,tézimili,lang4,tézímĩ́lí,1.0,parallel,70,8
to find,VB,kélimi,lang4,íqgélímĩ́mĩ,0.9474,parallel,70,8
teacher,NN,zúragúra,lang4,dzúúràgúúràgùùng,0.6667,parallel,70,8
happy,JJ,férimala,lang4,férímã̀làqgà,0.8421,parallel,70,8
to be surprised,VB,vóruza,lang4,ízàmĩ́qgìmĩ,0.7368,parallel,70,8
if,CONJ,héré,lang5,Héré,1.0,parallel,7,8
student,NN,dóruma,lang5,ngdórumàgo,0.8421,parallel,7,8
silver,JJ,tézimili,lang5,téngimili,0.8235,parallel,7,8
to find,VB,kélimi,lang5,iqgélimimi,0.9474,parallel,7,8
teacher,NN,zúragúra,lang5,dngúràgúràgo,0.7826,parallel,7,8
happy,JJ,férimala,lang5,kérimàlàqgà,0.7368,parallel,7,8
to be surprised,VB,vóruza,lang5,ingàmiqgeme,0.8,parallel,7,8
while,IN,hére,lang4,Hérì,0.75,parallel,85,7
star,NN,félirina,lang4,fàlúrúnã̀dórúmã̀gùùng,0.8333,parallel,85,7
data,JJ,téreni,lang4,térìnĩ,0.8333,parallel,85,7
to review,VB,périmi,lang4,íbérímĩ́mĩ,1.0,parallel,85,7
student,NN,dóruma,lang4,ðdórúmã̀gùùng,0.6667,parallel,85,7
library,NN,pánuru,lang4,pànṹrúnṹ,1.0,parallel,85,7
to sleep,VB,órumo,lang4,àwórúmũ̀mṹ,0.8235,parallel,85,7
black,JJ,bóhrunu,lang3,Þàbóħrúnṹ,0.875,parallel,103,7
feather,NN,mìli,lang3,mẽlímẽlí,0.75,parallel,103,7
bird,NN,túrumu,lang3,túúrúmṹgo,0.9412,parallel,103,7
dark,JJ,milineli,lang3,mĩ́línẽlí,1.0,parallel,103,7
forest,NN,kóramudógorughóronu,lang3,kóràmṹdógorúghóronṹlú,1.0,parallel,103,7
to fly,VB,lózumu,lang3,lózúmṹmṹ,1.0,parallel,103,7
rain,NN,shíynimi,lang6,ishíynĩmĩ,1.0,parallel,96,6
room,NN,spíra,lang6,spíranĩ,1.0,parallel,96,6
to play,VB,pálumu,lang6,palumũmũ,1.0,parallel,96,6
algorithm,NN,fénara,lang6,Fénãrã,1.0,parallel,21,6
to create,VB,góruamu,lang6,ugóruamũmũ,1.0,parallel,21,6
scientist,NN,sériminizéradarima,lang6,sérimĩnĩzéradarimãgo,0.9756,parallel,21,6
future,NN,nérivári,lang6,nẽ́rivari,1.0,parallel,21,6
to ensure,VB,sérimi,lang6,izérimĩmĩ,1.0,parallel,21,6
while,IN,hére,lang6,Hére,1.0,parallel,104,9
together,RB,tírimi,lang6,tírimĩ,1.0,parallel,104,9
bridge,NN,báluru,lang6,þabaluru,0.8571,parallel,104,9
to build,VB,fírimi,lang6,ivírimĩmĩ,1.0,parallel,104,9
river,NN,zárunu,lang6,dzarunũ,0.9231,parallel,104,9
quick,JJ,fúdurulu,lang6,fúdurulu,1.0,parallel,104,9
to flow,VB,mézimi,lang6,imẽ́zimĩmĩ,1.0,parallel,104,9
student,NN,dóruma,lang5,Zdórumàgo,0.8889,parallel,82,6
to need,VB,dézimi,lang5,idéngimimi,0.8421,parallel,82,6
laptop,NN,míniri,lang5,míniriqge,0.9412,parallel,82,6
new,JJ,nérili,lang5,nérili,1.0,parallel,82,6
classroom,NN,kórumu,lang5,kórumunu,1.0,parallel,82,6
to be surprised,VB,vóruza,lang5,ingàmimi,0.8,parallel,82,6
if,CONJ,héré,lang6,Héré,1.0,parallel,22,6
calculation,NN,kérim,lang6,qérimẽ,0.8333,parallel,22,6
zero,CARD,lízéra,lang6,lízérã,1.0,parallel,22,6
to hit,VB,tórumo,lang6,udórumõmũ,1.0,parallel,22,6
program,NN,dóruva,lang6,þadóruvã,0.8571,parallel,22,6
to end,VB,nérimi,lang6,inẽ́rimĩgemẽ,1.0,parallel,22,6
fox,NN,vúlumu,lang7,vvúúlúmṹ,0.8571,parallel,97,6
to chase,VB,dárumu,lang7,òdòrúmṹmṹ,0.7778,parallel,97,6
cat,NN,mázumu,lang7,mõ̀ngúmṹgù,0.5882,parallel,97,6
brave,JJ,mózunolu,lang7,mṍngúnũ̀lú,0.7059,parallel,97,6
to be surprised,VB,vóruza,lang7,hèmĩ,0.5,parallel,97,6
teacher,NN,zúragúra,lang5,dngúràgúràgo,0.7826,parallel,107,6
language,NN,lóruma,lang5,lóruma,1.0,parallel,107,6
to speak,VB,tálimi,lang5,idàlimimi,1.0,parallel,107,6
student,NN,dóruma,lang5,ngdórumàdórumàgo,0.9032,parallel,107,6
to hear,VB,bárimi,lang5,ibàrimimi,1.0,parallel,107,6
hunter,NN,dárumodóruma,lang2,Þàdàrúmùdórúmàgùùg,0.7273,parallel,36,6
to find,VB,kélimi,lang2,íqgélímímí,0.9474,parallel,36,6
ancient,JJ,zúravórunulu,lang2,ngúúràvórúnúlú,0.8462,parallel,36,6
to be surprised,VB,vóruza,lang2,íngàmímí,0.8,parallel,36,6
if,CONJ,héré,lang3,Héré,1.0,parallel,49,7
tea,NN,téziri,lang3,tézírí,1.0,parallel,49,7
hot,JJ,xázunulu,lang3,xàzúnṹlú,1.0,parallel,49,7
to be surprised,VB,vóruza,lang3,sàmĩ́mĩ,1.0,parallel,49,7
student,NN,dóruma,lang3,þàdrúmã̀gook,0.8,parallel,49,7
to drink,VB,nízimi,lang3,ínĩ́ĩ́zímĩ́gemẽ,0.9565,parallel,49,7
tree,NN,kóramudógoru,lang3,Kóràmṹdógorúgook,0.9677,parallel,46,6
to create,VB,góruamu,lang3,úgórúàmṹmṹ,1.0,parallel,46,6
beautiful,JJ,lúmuralu,lang3,lúúmṹràlú,0.9412,parallel,46,6
to be surprised,VB,vóruza,lang3,ízàmĩ́mĩ,1.0,parallel,46,6
rule,NN,sélima,lang2,hélímàqngà,0.625,parallel,83,8
to memorize,VB,zólumu,lang2,úngólúmú,0.8,parallel,83,8
otherwise,RB,kogonováruzulu,lang2,kùgùnùvàrúngúlú,0.6897,parallel,83,8
game,NN,dózama,lang2,þàdóngàmàgà,0.5882,parallel,83,8
to play,VB,pálumu,lang2,úbàlúmúnùmú,0.9091,parallel,83,8
star,NN,félirina,lang5,Fàlurunàdórumàgo,0.9697,parallel,109,5
telescope,NN,pélani,lang5,pélàniqge,0.9412,parallel,109,5
twelve,CARD,fúzu,lang5,fúngu,0.6667,parallel,109,5
planet,NN,zánguru,lang5,dngàngurumúrunu,0.8571,parallel,109,5
to see,VB,vérima,lang5,igérimàmi,0.8889,parallel,109,5
rich,JJ,málalununulu,lang6,Mãlalunũnũlu,1.0,parallel,56,6
many,DT,zéreni,lang6,dzérenĩ,0.9231,parallel,56,6
gold,JJ,málalu,lang6,mãlalu,1.0,parallel,56,6
